,conversationId,movie_sent,sequence
189,189,"[('843', 1, 'N'), ('847', 1, 'N'), ('1067', 1, 'N'), ('1067', 1, 'S'), ('120', 1, 'N'), ('8', 1, 'N'), ('8', 1, 'N'), ('8', 1, 'S'), ('1816', 1, 'N'), ('709', 1, 'N'), ('262', 1, 'N')]",[SKR] [EG3] [EG20] [EG65] [EG2] [EG41] [REC] [EG65] [SKR] [I843] [I847] [I1067] [REC] [I1067] [SKR] [EA3360] [I120] [I8] [I8] [EA2477] [REC] [I8] [SKR] [I1816] [I709] [I262]
190,190,"[('845', 1, 'S'), ('845', 1, 'N'), ('845', 1, 'N'), ('23', 1, 'S'), ('23', 1, 'N'), ('663', 1, 'S')]",[REC] [EG25] [SKR] [EG25] [REC] [I845] [SKR] [I845] [REC] [EG25] [SKR] [I845] [EG7] [REC] [I23] [EG2] [SKR] [I23] [REC] [I663] [EG2] [SKR] [EG25] [REC] [EA369]
191,191,"[('273', 1, 'S'), ('273', 1, 'N'), ('273', 1, 'S'), ('273', 1, 'N'), ('273', 1, 'N'), ('273', 1, 'S'), ('273', 1, 'N')]",[REC] [EG7] [SKR] [EG7] [REC] [I273] [SKR] [I273] [REC] [I273] [SKR] [I273] [EG2] [REC] [EG7] [EG2] [SKR] [I273] [REC] [I273] [SKR] [I273]
192,192,"[('332', 1, 'S'), ('332', 1, 'N'), ('364', 1, 'N'), ('640', 1, 'S'), ('332', 1, 'N'), ('640', 1, 'S'), ('640', 1, 'N'), ('640', 1, 'S'), ('640', 1, 'N'), ('788', 1, 'S')]",[REC] [I332] [EG64] [SKR] [I332] [I364] [REC] [EG64] [SKR] [EG64] [REC] [I640] [SKR] [I332] [REC] [I640] [EG6] [SKR] [I640] [REC] [I640] [SKR] [I640] [REC] [I788]
193,193,"[('555', 1, 'N'), ('1139', 1, 'N'), ('1512', 1, 'S'), ('1212', 1, 'S'), ('1275', 1, 'S'), ('1145', 1, 'S'), ('1275', 1, 'N'), ('78', 1, 'S'), ('100', 1, 'N'), ('844', 1, 'N'), ('100', 1, 'S'), ('309', 1, 'S')]",[REC] [EG3] [EG2] [SKR] [I555] [I1139] [EG3] [REC] [I1512] [EA3653] [I1212] [EG3] [I1275] [I1145] [SKR] [EA1999] [EA3149] [I1275] [EG2] [REC] [I78] [SKR] [EA459] [I100] [I844] [REC] [EA459] [I100] [SKR] [EA581] [EA1869] [REC] [EA581] [I309]
194,194,"[('890', 1, 'N'), ('791', 1, 'S'), ('8', 1, 'N'), ('518', 1, 'S'), ('847', 1, 'N'), ('52', 1, 'N'), ('8', 1, 'N'), ('735', 1, 'N'), ('1668', 1, 'S'), ('735', 1, 'S')]",[SKR] [I890] [EG2] [REC] [I791] [EG65] [EG20] [SKR] [I8] [EG20] [REC] [EG20] [I518] [EA3266] [EA3458] [EA3266] [EA3458] [SKR] [I847] [I52] [I8] [I735] [REC] [ED1085] [I1668] [I735] [ED1085]
195,195,"[('1719', 1, 'S'), ('214', 1, 'S'), ('1745', 1, 'S')]",[REC] [I1719] [SKR] [EG2] [EG41] [REC] [EG41] [EG41] [SKR] [EG41] [EG41] [REC] [I214] [EG41] [SKR] [EG41] [EG41] [REC] [I1745]
196,196,"[('240', 1, 'S'), ('1866', 1, 'S'), ('1277', 1, 'S')]",[SKR] [EG41] [EG3] [EG2] [REC] [I240] [EG57] [I1866] [EG64] [I1277]
197,197,"[('1720', 1, 'S'), ('239', 1, 'S'), ('239', 1, 'N'), ('370', 1, 'S')]",[SKR] [EG3] [EG2] [REC] [ED870] [ED180] [ED833] [EA732] [EA2971] [EA1833] [I1720] [I239] [SKR] [I239] [EG41] [REC] [I370]
198,198,"[('1210', 1, 'S'), ('1210', 1, 'S')]",[REC] [I1210] [I1210] [SKR] [EG41] [REC] [EG41] [EG3] [SKR] [EG41] [REC] [EA2364] [EA30] [EA339] [EG41] [EG3] [EA280] [EA280] [SKR] [EA3297] [REC] [EG3] [SKR] [EA3297]
199,199,"[('861', 1, 'S'), ('861', 1, 'N'), ('304', 1, 'S'), ('1339', 1, 'S'), ('1287', 1, 'S'), ('1315', 1, 'S'), ('1481', 1, 'S'), ('1339', 1, 'S'), ('1315', 1, 'N'), ('1315', 1, 'S'), ('1481', 1, 'N'), ('332', 1, 'S'), ('1145', 1, 'N'), ('479', 1, 'N')]",[SKR] [EG25] [EG2] [REC] [EG25] [EG2] [I861] [SKR] [EG2] [I861] [REC] [I304] [I1339] [I1287] [I1315] [I1481] [I1339] [SKR] [I1315] [REC] [I1315] [EG2] [SKR] [EG2] [I1481] [REC] [I332] [SKR] [EG2] [I1145] [I479]
200,200,"[('1362', 1, 'N'), ('1362', 1, 'S'), ('95', 1, 'S')]",[SKR] [I1362] [REC] [EG20] [I1362] [I95] [EA2311] [EA887] [EA3301]
201,201,"[('144', 1, 'S')]",[SKR] [EG3] [EG3] [EG7] [EG31] [EA1130] [EA2322] [REC] [I144] [EA1130] [SKR] [EA1130]
202,202,"[('397', 1, 'S'), ('1145', 1, 'S'), ('397', 1, 'N'), ('1145', 1, 'N'), ('403', 1, 'S'), ('796', 1, 'S'), ('403', 1, 'N'), ('1049', 1, 'N'), ('1694', 1, 'S'), ('890', 1, 'S'), ('1345', 1, 'S'), ('256', 1, 'N'), ('812', 1, 'S'), ('872', 1, 'N'), ('352', 1, 'S'), ('125', 1, 'N'), ('944', 1, 'N')]",[SKR] [EG3] [EG33] [REC] [I397] [I1145] [SKR] [I397] [I1145] [REC] [EG3] [I403] [EA3501] [I796] [SKR] [EA3501] [I403] [I1049] [EA1037] [REC] [I1694] [I890] [I1345] [SKR] [EG64] [I256] [REC] [I812] [SKR] [I872] [REC] [I352] [SKR] [I125] [I944] [EG2] [REC] [EG2]
203,203,"[('1844', 1, 'S'), ('1844', 1, 'N')]",[SKR] [EG65] [EG2] [EG3] [REC] [EG3] [EA989] [EG3] [EG3] [SKR] [EA989] [EG41] [EG3] [REC] [I1844] [EA171] [SKR] [I1844]
204,204,"[('1848', 1, 'S'), ('1848', 1, 'N'), ('1335', 1, 'N'), ('1557', 1, 'S')]",[REC] [I1848] [EA3377] [SKR] [EG41] [EG3] [I1848] [REC] [EG3] [SKR] [I1335] [REC] [EA2364] [SKR] [EA2364] [REC] [I1557] [EG2] [EG57] [EG25]
205,205,"[('43', 1, 'N'), ('1741', 1, 'N'), ('472', 1, 'N'), ('653', 1, 'N'), ('1741', 1, 'S'), ('841', 1, 'S'), ('926', 1, 'N'), ('43', 1, 'N'), ('298', 1, 'N')]",[SKR] [I43] [I1741] [I472] [EG20] [EG2] [EG3] [EG7] [EG20] [EG65] [EG25] [I653] [REC] [I1741] [I841] [SKR] [I926] [I43] [EA724] [EA3603] [I298]
206,206,"[('1566', 1, 'S'), ('861', 1, 'N'), ('1717', 1, 'N'), ('861', 1, 'S'), ('861', 1, 'S'), ('1287', 1, 'S'), ('1287', 1, 'S'), ('1322', 1, 'S'), ('1397', 1, 'S'), ('1484', 1, 'S'), ('1287', 1, 'S'), ('861', 1, 'S'), ('1322', 1, 'S'), ('861', 1, 'N'), ('653', 1, 'N'), ('1555', 1, 'S'), ('861', 1, 'S'), ('861', 1, 'S'), ('1213', 1, 'N'), ('861', 1, 'N'), ('1213', 1, 'S'), ('1213', 1, 'S'), ('861', 1, 'S'), ('1168', 1, 'N'), ('729', 1, 'N'), ('1694', 1, 'S'), ('1694', 1, 'S'), ('1694', 1, 'N'), ('1455', 1, 'S'), ('1555', 1, 'S')]",[SKR] [EG25] [REC] [I1566] [EG25] [SKR] [EA1216] [EA732] [REC] [EG25] [SKR] [I861] [I1717] [REC] [I861] [I861] [I1287] [EA607] [SKR] [EA652] [REC] [EA652] [I1287] [SKR] [ED372] [REC] [I1322] [I1397] [I1484] [I1287] [I861] [I1322] [SKR] [I861] [I653] [EA1549] [REC] [I1555] [EG25] [I861] [I861] [SKR] [I1213] [I861] [REC] [EA2247] [I1213] [I1213] [I861] [SKR] [EA2247] [I1168] [EA2247] [I729] [REC] [I1694] [I1694] [SKR] [I1694] [EG7] [EG35] [REC] [EG3] [I1455] [I1555]
207,207,"[('1210', 1, 'S'), ('549', 1, 'N')]",[SKR] [EG20] [EG65] [EG65] [REC] [I1210] [SKR] [I549] [REC] [EA459] [EA1323]
208,208,"[('572', 1, 'N'), ('1468', 1, 'N'), ('1195', 1, 'S'), ('461', 1, 'N'), ('461', 1, 'S'), ('849', 1, 'S'), ('369', 1, 'N'), ('828', 1, 'N')]",[SKR] [EG3] [REC] [EG3] [EG65] [EG3] [SKR] [EG65] [EG3] [ED392] [I572] [I1468] [EA2147] [REC] [I1195] [SKR] [I461] [REC] [I461] [SKR] [EG3] [EA848] [EA361] [REC] [I849] [EA361] [SKR] [EA361] [I369] [I828]
209,209,"[('856', 1, 'S'), ('856', 1, 'N'), ('1861', 1, 'S'), ('166', 1, 'S'), ('1510', 1, 'N'), ('1694', 1, 'N'), ('856', 1, 'N')]",[SKR] [EG3] [REC] [EG3] [I856] [SKR] [I856] [EA361] [REC] [EA1270] [EA361] [SKR] [EA1270] [REC] [I1861] [EA1072] [EG65] [I166] [SKR] [I1510] [I1694] [EG3] [I856]
210,210,"[('273', 1, 'N'), ('1080', 1, 'S'), ('957', 1, 'S'), ('957', 1, 'S')]",[SKR] [I273] [EG20] [EG3] [EG25] [EG41] [EG3] [REC] [I1080] [I957] [I957] [EA2023] [EA3517] [EA2928] [EA2017]
211,211,"[('1421', 1, 'S'), ('797', 1, 'S'), ('418', 1, 'N')]",[SKR] [EG65] [REC] [I1421] [EG65] [I797] [SKR] [I418]
212,212,"[('8', 1, 'S'), ('179', 1, 'S'), ('718', 1, 'N'), ('1381', 1, 'N'), ('425', 1, 'S'), ('333', 1, 'N'), ('798', 1, 'S'), ('1760', 1, 'N'), ('241', 1, 'N'), ('241', 1, 'S'), ('924', 1, 'S'), ('924', 1, 'N')]",[REC] [EG3] [EG2] [SKR] [EG65] [EG2] [REC] [I8] [I179] [SKR] [I718] [I1381] [REC] [I425] [SKR] [I333] [REC] [EG65] [SKR] [EG65] [REC] [I798] [SKR] [I1760] [I241] [REC] [I241] [I924] [SKR] [I924] [REC] [EG2] [EG65]
213,213,"[('57', 1, 'N'), ('653', 1, 'N'), ('653', 1, 'S'), ('653', 1, 'N'), ('472', 1, 'S'), ('472', 1, 'N'), ('472', 1, 'N')]",[SKR] [EG2] [REC] [EG2] [SKR] [I57] [I653] [REC] [I653] [SKR] [I653] [EA3017] [EG2] [REC] [I472] [EA1319] [EA3058] [SKR] [I472] [I472]
214,214,"[('653', 1, 'N'), ('165', 1, 'S'), ('1297', 1, 'N'), ('1297', 1, 'S'), ('1297', 1, 'S'), ('1297', 1, 'S'), ('1297', 1, 'N'), ('1297', 1, 'S')]",[SKR] [I653] [REC] [I165] [SKR] [I1297] [REC] [I1297] [I1297] [I1297] [SKR] [I1297] [REC] [I1297]
215,215,"[('1145', 1, 'S'), ('1484', 1, 'S')]",[SKR] [EG7] [EG3] [EG3] [EG7] [REC] [I1145] [SKR] [EG3] [REC] [EG3] [EG7] [SKR] [EG3] [REC] [EG3] [EG7] [SKR] [EG7] [REC] [I1484]
216,216,"[('295', 1, 'S'), ('1141', 1, 'N'), ('847', 1, 'S'), ('726', 1, 'S'), ('773', 1, 'S'), ('1367', 1, 'N'), ('1414', 1, 'N')]",[SKR] [EG65] [EG25] [EG27] [EG7] [REC] [EG65] [SKR] [EG65] [REC] [I295] [SKR] [I1141] [REC] [ED291] [I847] [SKR] [EG65] [REC] [ED291] [I726] [SKR] [EA1021] [REC] [I773] [EA2121] [EG65] [SKR] [I1367] [I1414]
217,217,"[('1484', 1, 'N')]",[SKR] [EG2] [REC] [EG2] [SKR] [I1484]
218,218,"[('143', 1, 'N'), ('1232', 1, 'N'), ('765', 1, 'S'), ('1180', 1, 'S')]",[SKR] [EG3] [I143] [EA3218] [REC] [EA3218] [SKR] [I1232] [REC] [I765] [I1180]
219,219,"[('332', 1, 'S'), ('861', 1, 'N'), ('272', 1, 'S'), ('272', 1, 'N'), ('57', 1, 'S'), ('861', 1, 'S')]",[SKR] [EG64] [REC] [I332] [SKR] [I861] [REC] [EG64] [EA439] [I272] [SKR] [I272] [REC] [I57] [I861]
220,220,"[('1210', 1, 'S'), ('1210', 1, 'N'), ('1520', 1, 'S'), ('589', 1, 'N'), ('589', 1, 'N'), ('1520', 1, 'N'), ('315', 1, 'S'), ('1520', 1, 'S'), ('1520', 1, 'N')]",[REC] [EG44] [I1210] [EG3] [SKR] [I1210] [EG44] [EG65] [EG7] [EG3] [REC] [I1520] [EA730] [SKR] [I589] [REC] [EA730] [EA1059] [SKR] [I589] [I1520] [REC] [EA945] [I315] [I1520] [SKR] [I1520]
221,221,"[('726', 1, 'N'), ('726', 1, 'S'), ('1005', 1, 'S')]",[SKR] [EG7] [REC] [EG7] [SKR] [I726] [REC] [EA330] [SKR] [EG7] [REC] [I726] [SKR] [EG48] [REC] [EG7] [EG48] [I1005] [EA3703] [EA2247] [EG7] [SKR] [EA3703] [REC] [EG7] [EG3]
222,222,"[('1344', 1, 'S'), ('605', 1, 'N'), ('1487', 1, 'S'), ('607', 1, 'S'), ('129', 1, 'S'), ('129', 1, 'S')]",[REC] [I1344] [SKR] [I605] [REC] [I1487] [I607] [I129] [I129] [EG65] [EA1651] [SKR] [EA1651]
223,223,"[('1237', 1, 'S'), ('1237', 1, 'S'), ('1237', 1, 'N'), ('1237', 1, 'S'), ('1237', 1, 'S'), ('1203', 1, 'S')]",[SKR] [EG3] [REC] [I1237] [I1237] [EG3] [SKR] [EG3] [I1237] [REC] [I1237] [EA3502] [EA609] [I1237] [I1203]
224,224,"[('1034', 1, 'S'), ('619', 1, 'S'), ('1476', 1, 'N'), ('1034', 1, 'N')]",[SKR] [EA2322] [REC] [I1034] [I619] [SKR] [ED181] [I1476] [I1034] [EA49]
225,225,"[('1023', 1, 'N'), ('6', 1, 'S'), ('583', 1, 'S'), ('979', 1, 'S'), ('583', 1, 'N'), ('6', 1, 'S'), ('1082', 1, 'S'), ('6', 1, 'N'), ('583', 1, 'N'), ('1606', 1, 'S'), ('583', 1, 'S')]",[SKR] [EG35] [EG28] [EG3] [EG41] [REC] [EG3] [EG41] [SKR] [I1023] [EA1588] [REC] [EG3] [SKR] [EG3] [EG35] [REC] [EG41] [EG3] [I6] [I583] [I979] [SKR] [I583] [REC] [I6] [EA2147] [EA652] [I1082] [SKR] [I6] [I583] [REC] [I1606] [EA2147] [EA3256] [I583]
226,226,"[('715', 1, 'N'), ('579', 1, 'N'), ('67', 1, 'S'), ('57', 1, 'S'), ('57', 1, 'N'), ('477', 1, 'S'), ('67', 1, 'N'), ('834', 1, 'N')]",[SKR] [I715] [EG57] [EG3] [REC] [EG2] [EG25] [SKR] [EG25] [REC] [EG25] [SKR] [EG57] [I579] [REC] [I67] [EG25] [I57] [EG2] [EG25] [SKR] [I57] [REC] [I477] [EG25] [SKR] [I67] [REC] [EA369] [EA725] [EA220] [SKR] [I834]
227,227,"[('1269', 1, 'N'), ('1345', 1, 'N'), ('1827', 1, 'S')]",[SKR] [I1269] [I1345] [EG2] [EA2511] [REC] [I1827]
228,228,"[('653', 1, 'S'), ('653', 1, 'S'), ('57', 1, 'N'), ('1322', 1, 'S'), ('653', 1, 'S'), ('1287', 1, 'S'), ('821', 1, 'S'), ('1287', 1, 'N'), ('821', 1, 'N'), ('653', 1, 'S'), ('821', 1, 'S'), ('344', 1, 'N'), ('304', 1, 'N')]",[SKR] [EG2] [REC] [EG2] [I653] [I653] [SKR] [I57] [REC] [I1322] [I653] [I1287] [I821] [SKR] [I1287] [I821] [REC] [I653] [EG2] [I821] [SKR] [I344] [I304]
229,229,"[('912', 1, 'S'), ('956', 1, 'S'), ('985', 1, 'N'), ('1440', 1, 'S'), ('163', 1, 'S'), ('163', 1, 'N'), ('163', 1, 'N'), ('956', 1, 'S')]",[SKR] [EG41] [REC] [EG41] [EG41] [I912] [I956] [SKR] [I985] [EG41] [REC] [I1440] [EG41] [EG3] [SKR] [EG41] [EG3] [REC] [I163] [SKR] [I163] [I163] [REC] [I956]
230,230,"[('640', 1, 'N'), ('640', 1, 'S'), ('430', 1, 'N'), ('1017', 1, 'S'), ('1287', 1, 'S'), ('927', 1, 'S'), ('1579', 1, 'S'), ('927', 1, 'N'), ('1579', 1, 'N'), ('927', 1, 'S'), ('1579', 1, 'S'), ('1821', 1, 'S'), ('1287', 1, 'S'), ('1821', 1, 'S'), ('1287', 1, 'N')]",[SKR] [I640] [REC] [I640] [SKR] [EG64] [REC] [EG64] [SKR] [EG2] [EA3112] [I430] [REC] [I1017] [EG64] [I1287] [EG64] [EG64] [EG64] [EG64] [SKR] [EG64] [REC] [ED43] [I927] [I1579] [SKR] [I927] [I1579] [REC] [I927] [I1579] [I1821] [I1287] [I1821] [SKR] [I1287]
231,231,"[('640', 1, 'N'), ('1195', 1, 'S'), ('751', 1, 'N'), ('726', 1, 'S'), ('260', 1, 'N')]",[SKR] [I640] [EG3] [EG7] [EG25] [EG2] [EG20] [REC] [I1195] [EG7] [EG3] [SKR] [I751] [REC] [EA2183] [EA677] [EA3082] [EG65] [SKR] [EG65] [EG65] [REC] [I726] [SKR] [I260]
232,232,"[('1067', 1, 'S'), ('228', 1, 'S'), ('1212', 1, 'S'), ('1376', 1, 'S')]",[SKR] [EG65] [EG3] [REC] [I1067] [EG65] [SKR] [EG3] [REC] [I228] [I1212] [I1376]
233,233,"[('653', 1, 'N'), ('845', 1, 'N'), ('684', 1, 'N'), ('463', 1, 'S'), ('113', 1, 'N'), ('463', 1, 'N'), ('845', 1, 'S'), ('463', 1, 'S'), ('845', 1, 'S'), ('463', 1, 'N')]",[SKR] [EG2] [EG65] [REC] [EG65] [SKR] [I653] [EG2] [I845] [I684] [REC] [I463] [EA141] [SKR] [I113] [I463] [REC] [I845] [I463] [I845] [SKR] [I463]
234,234,"[('861', 1, 'S'), ('1225', 1, 'S'), ('76', 1, 'S'), ('256', 1, 'S'), ('1225', 1, 'S'), ('256', 1, 'S'), ('76', 1, 'N'), ('741', 1, 'S')]",[REC] [I861] [EG57] [EG23] [I1225] [I76] [I256] [I1225] [I256] [SKR] [I76] [REC] [EG55] [EG55] [I741]
235,235,"[('273', 1, 'N'), ('1504', 1, 'S')]",[SKR] [EG65] [EG2] [I273] [EG20] [REC] [I1504]
236,236,"[('113', 1, 'S'), ('845', 1, 'N'), ('1812', 1, 'S'), ('624', 1, 'S'), ('351', 1, 'S'), ('856', 1, 'S'), ('1275', 1, 'S'), ('1275', 1, 'N'), ('1212', 1, 'S')]",[REC] [I113] [SKR] [I845] [REC] [EG2] [EG65] [EG33] [SKR] [EG2] [EG3] [EG41] [REC] [I1812] [I624] [I351] [I856] [I1275] [SKR] [I1275] [REC] [I1212]
237,237,"[('273', 1, 'N'), ('931', 1, 'N'), ('273', 1, 'N'), ('1480', 1, 'N'), ('161', 1, 'N'), ('912', 1, 'S'), ('554', 1, 'N'), ('912', 1, 'S')]",[SKR] [EG2] [REC] [EG2] [SKR] [I273] [I931] [EG2] [I273] [I1480] [REC] [EG2] [SKR] [I161] [REC] [I912] [SKR] [I554] [REC] [EA369] [EA369] [I912]
238,238,"[('1058', 1, 'S'), ('1537', 1, 'S'), ('413', 1, 'S'), ('1114', 1, 'S'), ('1058', 1, 'N')]",[SKR] [EG65] [EG20] [REC] [I1058] [EG65] [I1537] [EA1475] [I413] [EA3279] [EA802] [EA359] [ED1096] [ED683] [EA3172] [EA3773] [ED615] [EA1164] [EA1050] [EA105] [ED605] [ED936] [ED574] [ED779] [SKR] [EG3] [REC] [I1114] [SKR] [I1058]
239,239,"[('1166', 1, 'N'), ('707', 1, 'S'), ('1406', 1, 'S'), ('805', 1, 'S'), ('1517', 1, 'N'), ('397', 1, 'S'), ('304', 1, 'S')]",[SKR] [I1166] [EG7] [EG3] [REC] [I707] [I1406] [I805] [SKR] [I1517] [REC] [I397] [I304]
240,240,"[('1211', 1, 'N'), ('448', 1, 'N'), ('1848', 1, 'N'), ('1863', 1, 'N'), ('1863', 1, 'S'), ('689', 1, 'N'), ('845', 1, 'N'), ('861', 1, 'S'), ('472', 1, 'S'), ('861', 1, 'N'), ('472', 1, 'N'), ('92', 1, 'S'), ('1394', 1, 'S'), ('92', 1, 'S')]",[SKR] [EG2] [EG7] [EG57] [I1211] [I448] [I1848] [I1863] [REC] [I1863] [SKR] [I689] [I845] [REC] [I861] [I472] [SKR] [I861] [I472] [REC] [I92] [I1394] [EG25] [EG35] [SKR] [EG2] [REC] [I92]
241,241,"[('1110', 1, 'S'), ('1110', 1, 'N'), ('1110', 1, 'S'), ('1848', 1, 'S'), ('1110', 1, 'N'), ('1848', 1, 'N'), ('1110', 1, 'S'), ('1110', 1, 'N'), ('1110', 1, 'N')]",[SKR] [EG2] [REC] [EG2] [SKR] [EG2] [REC] [I1110] [SKR] [I1110] [REC] [I1110] [I1848] [SKR] [I1110] [I1848] [REC] [I1110] [SKR] [I1110] [REC] [EG2] [EA1738] [SKR] [EA1738] [I1110]
242,242,"[('617', 1, 'N'), ('654', 1, 'N'), ('1830', 1, 'S'), ('617', 1, 'S'), ('1830', 1, 'S')]",[SKR] [EG3] [EG20] [EG2] [EA314] [EA3558] [EA1167] [EA3674] [EA1881] [I617] [I654] [REC] [I1830] [SKR] [EA1558] [EA2269] [ED923] [REC] [I617] [I1830]
243,243,"[('703', 1, 'S'), ('599', 1, 'S'), ('113', 1, 'S'), ('472', 1, 'S'), ('599', 1, 'N'), ('599', 1, 'S'), ('1557', 1, 'S'), ('1557', 1, 'N'), ('599', 1, 'N'), ('1237', 1, 'N'), ('888', 1, 'N'), ('640', 1, 'S'), ('351', 1, 'S'), ('1475', 1, 'S')]",[SKR] [EG25] [REC] [I703] [I599] [EG65] [I113] [SKR] [EG25] [REC] [I472] [SKR] [EA2469] [I599] [REC] [I599] [EG25] [I1557] [SKR] [I1557] [I599] [EG3] [I1237] [REC] [EG64] [SKR] [I888] [REC] [I640] [SKR] [EG64] [REC] [I351] [EG3] [EG25] [SKR] [EG64] [REC] [I1475] [EA2247]
244,244,"[('520', 1, 'S'), ('513', 1, 'S'), ('57', 1, 'N'), ('256', 1, 'N'), ('715', 1, 'S'), ('715', 1, 'N')]",[SKR] [EG3] [EG25] [REC] [I520] [EA3218] [SKR] [EA3218] [REC] [EA3218] [EG3] [EG3] [I513] [SKR] [I57] [I256] [REC] [EG25] [I715] [SKR] [I715]
245,245,"[('275', 1, 'S'), ('714', 1, 'S')]",[SKR] [EG2] [REC] [EG2] [SKR] [EA1223] [EG12] [EG12] [REC] [EG12] [I275] [ED300] [I714] [EG12]
246,246,"[('1798', 1, 'N'), ('46', 1, 'N'), ('766', 1, 'N'), ('561', 1, 'S'), ('561', 1, 'N')]",[SKR] [EG20] [EG65] [I1798] [EG41] [EG3] [I46] [REC] [EG20] [SKR] [I766] [REC] [I561] [SKR] [I561] [EG25] [REC] [EG25]
247,247,"[('80', 1, 'S'), ('80', 1, 'N'), ('735', 1, 'N'), ('1145', 1, 'N'), ('479', 1, 'N'), ('735', 1, 'S'), ('127', 1, 'S'), ('1210', 1, 'S'), ('1210', 1, 'N')]",[REC] [I80] [SKR] [I80] [I735] [I1145] [I479] [REC] [I735] [EA1655] [EA2472] [I127] [I1210] [SKR] [I1210]
248,248,"[('1112', 1, 'N')]",[SKR] [EG3] [EA3149] [EA1602] [REC] [EG3] [EG3] [EA1602] [EA1602] [EA1551] [SKR] [I1112]
249,249,"[('6', 1, 'S')]",[SKR] [EG41] [EG20] [REC] [I6] [SKR] [EG20] [REC] [EA1305] [EA877] [SKR] [EA1305] [REC] [EA1305] [EA2322] [EA667] [EA877] [SKR] [EA667]
250,250,"[('1697', 1, 'N'), ('258', 1, 'S'), ('40', 1, 'S'), ('1453', 1, 'N')]",[REC] [EG3] [EG25] [SKR] [EG65] [I1697] [REC] [I258] [I40] [SKR] [I1453]
251,251,"[('1338', 1, 'N'), ('1179', 1, 'S'), ('743', 1, 'S'), ('446', 1, 'S'), ('743', 1, 'S'), ('305', 1, 'N'), ('305', 1, 'N')]",[SKR] [EG3] [I1338] [REC] [EG3] [SKR] [EG3] [REC] [I1179] [EA201] [EG44] [EG44] [EA201] [I743] [I446] [I743] [SKR] [I305] [I305]
252,252,"[('135', 1, 'N'), ('1541', 1, 'N'), ('1541', 1, 'S'), ('135', 1, 'S'), ('135', 1, 'S'), ('1506', 1, 'N'), ('1059', 1, 'S')]",[SKR] [EG23] [EG2] [I135] [I1541] [REC] [I1541] [I135] [I135] [EG2] [SKR] [EG20] [REC] [ED1085] [SKR] [I1506] [REC] [I1059]
253,253,[],[SKR] [EG2] [REC] [EG2] [ED300]
254,254,"[('735', 1, 'N'), ('273', 1, 'N'), ('130', 1, 'N'), ('273', 1, 'S'), ('352', 1, 'N'), ('1061', 1, 'S'), ('1061', 1, 'N'), ('969', 1, 'N'), ('1703', 1, 'N'), ('546', 1, 'N'), ('463', 1, 'S'), ('1315', 1, 'S')]",[SKR] [EG65] [EG7] [EG35] [EG3] [EG41] [I735] [I273] [I130] [REC] [I273] [SKR] [EG65] [EG20] [EG2] [I352] [REC] [I1061] [SKR] [I1061] [I969] [I1703] [I546] [REC] [I463] [EA141] [I1315]
255,255,"[('57', 1, 'N'), ('1566', 1, 'S')]",[SKR] [EG25] [EG2] [I57] [REC] [I1566] [SKR] [EG2] [REC] [EA3459] [EA1216] [EA2198] [EA1646] [ED489]
256,256,"[('174', 1, 'N'), ('530', 1, 'N'), ('454', 1, 'S'), ('1694', 1, 'N'), ('1581', 1, 'S'), ('321', 1, 'S')]",[SKR] [EG3] [I174] [I530] [REC] [I454] [EA2163] [EG2] [EG20] [SKR] [I1694] [REC] [EG2] [I1581] [EA3139] [EA584] [I321] [EA251]
257,257,"[('113', 1, 'S'), ('845', 1, 'S'), ('845', 1, 'S'), ('1239', 1, 'S'), ('845', 1, 'S'), ('845', 1, 'S'), ('1239', 1, 'S'), ('1239', 1, 'S')]",[REC] [EG2] [EG7] [I113] [I845] [I845] [I1239] [I845] [I845] [EA906] [I1239] [EA369] [I1239]
258,258,"[('472', 1, 'N'), ('472', 1, 'S')]",[SKR] [EG2] [EG65] [REC] [EG2] [EG65] [SKR] [I472] [REC] [I472] [EG65] [EG65]
259,259,"[('273', 1, 'N'), ('55', 1, 'S'), ('1151', 1, 'S'), ('1151', 1, 'S'), ('924', 1, 'S')]",[SKR] [EG20] [EG25] [REC] [EG20] [EG25] [SKR] [I273] [REC] [I55] [I1151] [EG20] [I1151] [ED385] [I924]
260,260,"[('3', 1, 'S'), ('1410', 1, 'N'), ('79', 1, 'S'), ('1195', 1, 'S')]",[REC] [I3] [SKR] [I1410] [REC] [I79] [EA2147] [I1195]
261,261,"[('757', 1, 'N'), ('1844', 1, 'N'), ('1844', 1, 'S'), ('253', 1, 'S'), ('253', 1, 'N')]",[SKR] [EG3] [EG2] [I757] [REC] [EG2] [EG3] [SKR] [I1844] [REC] [EA2147] [SKR] [EA2147] [REC] [I1844] [I253] [EA2147] [EA3426] [SKR] [I253] [REC] [EA2147] [EA3426] [SKR] [EA2147] [EG3]
262,262,"[('1683', 1, 'S'), ('472', 1, 'N'), ('1683', 1, 'S'), ('1532', 1, 'S'), ('1532', 1, 'N'), ('58', 1, 'S'), ('853', 1, 'S'), ('853', 1, 'S'), ('853', 1, 'N')]",[REC] [EA369] [I1683] [EA369] [SKR] [I472] [REC] [I1683] [EG2] [I1532] [SKR] [I1532] [REC] [I58] [EA1983] [I853] [SKR] [EG2] [EG57] [REC] [EG2] [EG57] [I853] [EG2] [SKR] [I853]
