,conversationId,movie_sent,sequence
623,16952,"[('22904', 1, 'N'), ('21124', 1, 'S'), ('59393', 1, 'S'), ('48445', 1, 'N'), ('17289', 1, 'S'), ('30952', 1, 'S')]",[SKR] [POS] [EG1054574] [POS] [I22904] [REC] [POS] [I21124] [POS] [I59393] [SKR] [POS] [I48445] [REC] [POS] [I17289] [POS] [I30952]
624,15751,"[('34245', 1, 'N'), ('3670', 1, 'N'), ('8422', 1, 'N'), ('45164', 1, 'S'), ('46305', 1, 'S'), ('27207', 1, 'S'), ('29426', 1, 'N'), ('29166', 1, 'N')]",[SKR] [POS] [I34245] [POS] [I3670] [POS] [I8422] [REC] [POS] [I45164] [POS] [I46305] [POS] [I27207] [SKR] [POS] [I29426] [POS] [I29166]
625,17978,"[('26105', 1, 'N'), ('9628', 1, 'N'), ('1742', 1, 'S')]",[SKR] [POS] [I26105] [POS] [I9628] [REC] [POS] [I1742]
626,1067,"[('57741', 1, 'S'), ('3206', 1, 'S'), ('25672', 1, 'S'), ('43248', 1, 'S')]",[SKR] [POS] [EG157443] [REC] [POS] [I57741] [SKR] [POS] [EA310926] [POS] [EA9013304] [REC] [POS] [EA9013304] [POS] [I3206] [POS] [I25672] [SKR] [POS] [EA211283] [POS] [EG157443] [REC] [POS] [I43248]
627,10396,"[('11428', 1, 'S'), ('24639', 1, 'N'), ('54392', 1, 'S'), ('49747', 1, 'S'), ('54392', 1, 'S')]",[SKR] [POS] [EG157443] [REC] [POS] [I11428] [SKR] [NEG] [EG369747] [POS] [I24639] [REC] [POS] [I54392] [POS] [I49747] [POS] [EA19155] [POS] [I54392]
628,5604,"[('14159', 1, 'S'), ('16430', 1, 'S'), ('21084', 1, 'N'), ('31303', 1, 'N'), ('54826', 1, 'S'), ('2476', 1, 'N'), ('59383', 1, 'N')]",[SKR] [POS] [EG157443] [REC] [POS] [I14159] [POS] [I16430] [POS] [EA23728] [SKR] [POS] [EG157443] [POS] [I21084] [POS] [I31303] [REC] [POS] [I54826] [SKR] [POS] [EA32522] [POS] [I2476] [POS] [I59383]
629,17360,"[('35461', 1, 'N'), ('5598', 1, 'N'), ('37389', 1, 'S')]",[SKR] [POS] [EG130232] [POS] [I35461] [POS] [I5598] [REC] [POS] [EA3934533] [POS] [EG157443] [POS] [I37389] [POS] [EA40523]
630,583,"[('27409', 1, 'N'), ('34878', 1, 'S'), ('6927', 1, 'S'), ('37239', 1, 'S'), ('6580', 1, 'N'), ('6927', 1, 'S')]",[SKR] [POS] [EG3249257] [POS] [I27409] [REC] [POS] [I34878] [POS] [I6927] [POS] [I37239] [SKR] [POS] [I6580] [REC] [POS] [I6927]
631,8445,"[('34245', 1, 'S'), ('25039', 1, 'S'), ('34245', 1, 'N'), ('2093', 1, 'N'), ('12491', 1, 'N'), ('5772', 1, 'S'), ('5772', 1, 'N')]",[SKR] [POS] [EG157443] [POS] [EG130232] [POS] [EG188473] [REC] [POS] [I34245] [POS] [I25039] [SKR] [POS] [I34245] [POS] [I2093] [POS] [I12491] [REC] [POS] [I5772] [SKR] [POS] [I5772]
632,3522,"[('3670', 1, 'N'), ('3670', 1, 'S'), ('27207', 1, 'S'), ('29166', 1, 'S'), ('13773', 1, 'N'), ('15333', 1, 'S')]",[SKR] [POS] [I3670] [REC] [POS] [I3670] [POS] [I27207] [POS] [I29166] [SKR] [POS] [I13773] [REC] [POS] [ED219124] [POS] [I15333]
633,18549,"[('32966', 1, 'S'), ('45224', 1, 'S'), ('26578', 1, 'S')]",[SKR] [POS] [EG157443] [REC] [POS] [I32966] [POS] [I45224] [POS] [I26578]
634,2370,"[('16589', 1, 'S'), ('16589', 1, 'S'), ('30320', 1, 'S'), ('53290', 1, 'S'), ('15530', 1, 'S'), ('3377', 1, 'N')]",[SKR] [POS] [EG157443] [POS] [EG188473] [REC] [POS] [I16589] [POS] [I16589] [POS] [I30320] [POS] [EA71843400] [POS] [I53290] [POS] [I15530] [SKR] [POS] [I3377]
635,16883,"[('32569', 1, 'N'), ('32195', 1, 'S'), ('25554', 1, 'N'), ('16557', 1, 'S'), ('38514', 1, 'N')]",[SKR] [POS] [EA9013304] [POS] [I32569] [POS] [EG130232] [POS] [EG130232] [REC] [POS] [I32195] [SKR] [POS] [EA37175] [POS] [I25554] [REC] [POS] [I16557] [SKR] [POS] [I38514] [REC] [POS] [EG130232]
636,18211,"[('35047', 1, 'N'), ('56791', 1, 'S'), ('5269', 1, 'S'), ('42091', 1, 'S')]",[SKR] [POS] [I35047] [REC] [POS] [I56791] [POS] [I5269] [POS] [EA9013304] [POS] [I42091]
637,5147,"[('43670', 1, 'S'), ('56906', 1, 'S'), ('43670', 1, 'N'), ('42764', 1, 'N'), ('3356', 1, 'S'), ('24339', 1, 'S'), ('14168', 1, 'S')]",[SKR] [POS] [EG130232] [POS] [EG188473] [REC] [POS] [EG157443] [POS] [EG130232] [POS] [I43670] [POS] [EG188473] [POS] [I56906] [SKR] [POS] [I43670] [POS] [EG188473] [POS] [I42764] [REC] [POS] [I3356] [POS] [I24339] [POS] [I14168]
638,18477,"[('8324', 1, 'N'), ('42937', 1, 'S'), ('37942', 1, 'S'), ('19277', 1, 'S'), ('1186', 1, 'N'), ('950', 1, 'S'), ('34801', ['NEG'], 'N'), ('16165', 1, 'N'), ('34801', 1, 'N')]",[SKR] [POS] [EA311699] [POS] [EA311699] [POS] [I8324] [REC] [POS] [I42937] [POS] [I37942] [POS] [EG200092] [POS] [I19277] [SKR] [POS] [I1186] [REC] [POS] [I950] [SKR] [NEG] [I34801] [POS] [I16165] [POS] [I34801]
639,2056,"[('21124', 1, 'S'), ('58688', 1, 'N'), ('53356', 1, 'N'), ('44755', 1, 'S')]",[SKR] [POS] [EG157443] [REC] [POS] [I21124] [SKR] [POS] [I58688] [POS] [I53356] [POS] [EA44063] [REC] [POS] [EA4770850] [POS] [I44755]
640,3147,"[('950', 1, 'S'), ('42154', 1, 'S'), ('39313', 1, 'S'), ('51352', 1, 'S'), ('55106', 1, 'S'), ('63941', 1, 'N')]",[SKR] [POS] [EG157443] [POS] [EG200092] [POS] [EG130232] [POS] [EG157443] [REC] [POS] [EG200092] [POS] [I950] [POS] [I42154] [POS] [EG200092] [POS] [I39313] [POS] [I51352] [POS] [I55106] [SKR] [POS] [I63941]
641,17831,"[('34188', 1, 'N'), ('59074', 1, 'S'), ('59074', 1, 'S')]",[SKR] [POS] [EG369747] [POS] [I34188] [REC] [POS] [I59074] [SKR] [POS] [EG369747] [REC] [POS] [I59074] [POS] [EA18179234]
642,1159,"[('29001', 1, 'S'), ('52946', 1, 'N'), ('30370', 1, 'N'), ('30252', 1, 'S'), ('40951', 1, 'S'), ('4212', 1, 'N'), ('4212', 1, 'S'), ('52081', 1, 'N')]",[REC] [POS] [I29001] [SKR] [POS] [I52946] [POS] [I30370] [REC] [POS] [I30252] [POS] [EA23926972] [POS] [I40951] [POS] [EA45229] [SKR] [POS] [I4212] [REC] [POS] [I4212] [SKR] [POS] [I52081]
643,18027,"[('44217', 1, 'N'), ('32999', ['NEG'], 'N'), ('44217', 1, 'S')]",[SKR] [POS] [I44217] [NEG] [I32999] [REC] [POS] [I44217]
644,14900,"[('61707', 1, 'N'), ('47543', 1, 'N'), ('18022', 1, 'N'), ('23773', 1, 'S'), ('49747', 1, 'S'), ('19566', 1, 'S'), ('17289', 1, 'S'), ('19566', 1, 'N'), ('17289', 1, 'N'), ('19566', 1, 'N'), ('19566', 1, 'S')]",[SKR] [POS] [I61707] [POS] [I47543] [POS] [I18022] [REC] [POS] [I23773] [POS] [I49747] [POS] [I19566] [POS] [I17289] [SKR] [POS] [I19566] [POS] [I17289] [POS] [I19566] [REC] [POS] [I19566]
645,10112,"[('26578', 1, 'N'), ('13630', 1, 'S'), ('26578', 1, 'S'), ('42594', 1, 'S'), ('41059', 1, 'S'), ('44115', 1, 'S')]",[SKR] [POS] [EG157443] [POS] [EG188473] [POS] [I26578] [REC] [POS] [I13630] [POS] [I26578] [POS] [EG157394] [POS] [EG157443] [POS] [I42594] [POS] [EG1054574] [POS] [EA4573] [POS] [EA9013304] [POS] [I41059] [POS] [EG157443] [POS] [I44115]
646,7086,"[('17217', 1, 'S'), ('23802', 1, 'S'), ('14505', 1, 'S'), ('24595', 1, 'S'), ('23668', 1, 'N')]",[SKR] [POS] [EG93204] [REC] [POS] [I17217] [POS] [I23802] [POS] [I14505] [POS] [I24595] [SKR] [POS] [EG93204] [POS] [I23668]
647,17805,"[('14747', 1, 'S'), ('36684', 1, 'N'), ('20496', 1, 'S'), ('20496', 1, 'N')]",[SKR] [POS] [EG157443] [POS] [EA83338] [REC] [POS] [I14747] [SKR] [POS] [I36684] [REC] [POS] [EA83338] [POS] [I20496] [SKR] [POS] [I20496]
648,13612,"[('8025', 1, 'S'), ('48385', 1, 'S'), ('50045', 1, 'N'), ('16781', 1, 'S')]",[REC] [POS] [I8025] [SKR] [POS] [EA1269380] [REC] [POS] [I48385] [SKR] [POS] [I50045] [REC] [POS] [I16781]
649,5333,"[('32922', 1, 'S'), ('887', 1, 'S'), ('23503', 1, 'S'), ('15333', 1, 'S'), ('15333', 1, 'N')]",[REC] [POS] [I32922] [POS] [I887] [POS] [I23503] [POS] [I15333] [SKR] [POS] [I15333]
650,563,"[('26230', 1, 'N'), ('33016', 1, 'N'), ('58826', 1, 'S'), ('50530', 1, 'N'), ('24851', 1, 'S'), ('2916', 1, 'N'), ('24851', 1, 'S')]",[SKR] [POS] [I26230] [POS] [I33016] [REC] [POS] [I58826] [SKR] [POS] [I50530] [REC] [POS] [I24851] [SKR] [POS] [EA11637] [POS] [I2916] [REC] [POS] [I24851]
651,16752,"[('55076', 1, 'S'), ('8397', 1, 'S'), ('55973', 1, 'N'), ('63897', 1, 'S'), ('55973', 1, 'S')]",[REC] [POS] [I55076] [POS] [I8397] [SKR] [POS] [I55973] [REC] [POS] [I63897] [POS] [I55973]
652,16910,"[('36811', 1, 'S'), ('36811', 1, 'S'), ('51118', 1, 'N'), ('56375', 1, 'S'), ('22356', 1, 'N')]",[SKR] [POS] [EG369747] [REC] [POS] [I36811] [SKR] [POS] [EG369747] [REC] [POS] [I36811] [SKR] [POS] [I51118] [REC] [POS] [I56375] [SKR] [POS] [EA9013304] [POS] [ED8877] [POS] [I22356]
653,6117,"[('61148', 1, 'N'), ('22793', 1, 'N'), ('45739', 1, 'N')]",[SKR] [POS] [EG157394] [POS] [I61148] [POS] [I22793] [POS] [I45739] [REC] [POS] [EG157394]
654,18466,"[('62429', 1, 'S'), ('21510', 1, 'S'), ('18202', 1, 'S'), ('5966', 1, 'S'), ('61771', 1, 'S'), ('39975', 1, 'N')]",[SKR] [POS] [EG188473] [REC] [POS] [I62429] [POS] [I21510] [POS] [I18202] [POS] [I5966] [POS] [I61771] [SKR] [POS] [I39975]
655,463,"[('60759', 1, 'N'), ('42091', 1, 'N'), ('26258', 1, 'S'), ('59499', 1, 'S'), ('63030', 1, 'S')]",[SKR] [POS] [I60759] [POS] [I42091] [REC] [POS] [I26258] [SKR] [POS] [EG157443] [REC] [POS] [I59499] [POS] [I63030] [SKR] [POS] [EA9013304]
656,10310,"[('56606', 1, 'S')]",[REC] [POS] [I56606] [SKR] [POS] [EA2680]
657,19388,"[('24580', 1, 'S'), ('33668', 1, 'S'), ('3670', 1, 'S'), ('33668', 1, 'N'), ('3670', 1, 'N'), ('33668', 1, 'S'), ('34245', 1, 'N'), ('33668', 1, 'N')]",[REC] [POS] [I24580] [POS] [I33668] [POS] [I3670] [SKR] [POS] [I33668] [POS] [I3670] [REC] [POS] [I33668] [SKR] [POS] [I34245] [POS] [I33668]
658,13022,"[('33757', 1, 'S'), ('34736', 1, 'S'), ('45766', 1, 'S'), ('57577', 1, 'S')]",[REC] [POS] [I33757] [POS] [I34736] [POS] [I45766] [POS] [I57577]
659,10453,"[('60103', 1, 'S'), ('43451', 1, 'S'), ('19532', 1, 'S'), ('60091', 1, 'S')]",[SKR] [POS] [EG188473] [REC] [POS] [I60103] [POS] [I43451] [POS] [I19532] [POS] [I60091]
660,2902,"[('950', 1, 'S'), ('34097', 1, 'S'), ('950', 1, 'N'), ('34525', 1, 'S'), ('54613', 1, 'S'), ('54017', 1, 'N')]",[SKR] [POS] [EG2484376] [REC] [POS] [I950] [POS] [I34097] [SKR] [POS] [I950] [REC] [POS] [I34525] [POS] [I54613] [SKR] [POS] [EG2484376] [POS] [I54017]
661,5432,"[('9607', 1, 'N'), ('23027', 1, 'N'), ('40272', 1, 'N'), ('12491', 1, 'N'), ('8405', 1, 'S'), ('8405', 1, 'N'), ('8422', 1, 'S'), ('8422', 1, 'N')]",[SKR] [POS] [EG157394] [POS] [I9607] [POS] [I23027] [POS] [I40272] [POS] [I12491] [REC] [POS] [EG157394] [POS] [I8405] [SKR] [POS] [I8405] [REC] [POS] [I8422] [SKR] [POS] [I8422]
662,18170,"[('32451', 1, 'N'), ('54324', 1, 'N'), ('12202', 1, 'N'), ('30370', 1, 'N'), ('37494', 1, 'S')]",[SKR] [POS] [EG157443] [POS] [I32451] [POS] [I54324] [REC] [POS] [EG157443] [POS] [EG157443] [SKR] [POS] [I12202] [POS] [EA9013304] [POS] [I30370] [REC] [POS] [EG157443] [POS] [I37494] [POS] [EA9013304] [POS] [EA533768] [POS] [EA665621]
663,13616,"[('950', 1, 'S'), ('40549', 1, 'S')]",[REC] [POS] [EG200092] [POS] [ED8877] [POS] [EG200092] [POS] [I950] [POS] [EG200092] [POS] [EG200092] [POS] [I40549] [POS] [EG200092]
664,10855,"[('12531', 1, 'S'), ('12531', 1, 'N'), ('41613', 1, 'S'), ('5657', 1, 'S'), ('5657', 1, 'N'), ('39890', 1, 'S'), ('39890', 1, 'N')]",[REC] [POS] [I12531] [SKR] [POS] [I12531] [REC] [POS] [I41613] [POS] [I5657] [SKR] [POS] [I5657] [REC] [POS] [I39890] [POS] [EA9013304] [SKR] [POS] [I39890]
665,12950,"[('8405', 1, 'S'), ('26236', 1, 'S')]",[SKR] [POS] [EG188473] [REC] [POS] [I8405] [POS] [EG157443] [POS] [EG188473] [POS] [I26236]
666,9028,"[('950', 1, 'N'), ('950', 1, 'S'), ('206', 1, 'S'), ('60818', 1, 'S'), ('1097', 1, 'S'), ('1097', 1, 'N'), ('22770', 1, 'S')]",[SKR] [POS] [EG188473] [POS] [EG200092] [POS] [I950] [REC] [POS] [I950] [POS] [I206] [SKR] [POS] [EG200092] [REC] [POS] [I60818] [POS] [I1097] [SKR] [POS] [I1097] [REC] [POS] [I22770]
667,6435,"[('25098', 1, 'N'), ('38384', 1, 'N'), ('50490', 1, 'S'), ('52525', 1, 'S')]",[SKR] [POS] [I25098] [POS] [I38384] [REC] [POS] [I50490] [POS] [EG1054574] [POS] [I52525]
668,19290,"[('52080', 1, 'S'), ('806', 1, 'S'), ('3356', 1, 'N'), ('25771', 1, 'S'), ('3356', 1, 'S'), ('34878', 1, 'S'), ('34878', ['NEG'], 'N'), ('25771', 1, 'S'), ('38144', 1, 'S'), ('3356', 1, 'S'), ('3356', 1, 'N'), ('43037', 1, 'S')]",[REC] [POS] [I52080] [POS] [I806] [SKR] [POS] [I3356] [REC] [POS] [I25771] [POS] [I3356] [POS] [I34878] [SKR] [NEG] [I34878] [REC] [POS] [I25771] [POS] [I38144] [POS] [I3356] [SKR] [POS] [I3356] [REC] [POS] [I43037]
669,10586,"[('20830', 1, 'N'), ('62549', 1, 'N'), ('10358', 1, 'N'), ('34097', 1, 'S'), ('16781', 1, 'S'), ('34097', 1, 'S'), ('16781', 1, 'S')]",[SKR] [POS] [EG130232] [POS] [I20830] [POS] [EG2484376] [POS] [I62549] [POS] [I10358] [REC] [POS] [I34097] [POS] [I16781] [POS] [I34097] [POS] [I16781]
670,19857,"[('63091', 1, 'N'), ('60759', 1, 'N'), ('36684', 1, 'S'), ('14168', 1, 'N'), ('15490', 1, 'S'), ('12202', 1, 'S')]",[SKR] [POS] [EG157443] [POS] [I63091] [POS] [I60759] [REC] [POS] [EG157443] [POS] [I36684] [SKR] [POS] [I14168] [REC] [POS] [I15490] [POS] [I12202]
671,2685,"[('63935', 1, 'S'), ('31183', 1, 'S'), ('10321', 1, 'N'), ('30552', 1, 'N'), ('42128', 1, 'S'), ('38759', 1, 'N')]",[SKR] [POS] [EG157443] [REC] [POS] [I63935] [POS] [I31183] [SKR] [POS] [I10321] [POS] [I30552] [REC] [POS] [I42128] [SKR] [POS] [I38759]
672,8911,"[('20675', 1, 'N'), ('6617', 1, 'S'), ('19170', 1, 'S'), ('44258', 1, 'S')]",[SKR] [POS] [I20675] [REC] [POS] [I6617] [POS] [I19170] [POS] [EA2680] [POS] [I44258]
673,19920,"[('2373', 1, 'N'), ('624', 1, 'N'), ('55960', 1, 'N'), ('34447', 1, 'N')]",[SKR] [POS] [I2373] [REC] [POS] [EG188473] [SKR] [POS] [I624] [REC] [POS] [EG188473] [POS] [EG188473] [SKR] [POS] [I55960] [POS] [I34447]
674,18429,"[('56069', 1, 'S'), ('56069', 1, 'N'), ('34878', 1, 'N'), ('56069', 1, 'S'), ('40620', 1, 'N'), ('40620', 1, 'S'), ('13476', 1, 'S')]",[SKR] [POS] [EG188473] [POS] [EG157443] [REC] [POS] [EG157443] [POS] [I56069] [POS] [EG188473] [SKR] [POS] [I56069] [POS] [I34878] [REC] [POS] [I56069] [SKR] [POS] [I40620] [REC] [POS] [EG157443] [POS] [I40620] [POS] [I13476]
675,19786,"[('264', 1, 'N'), ('18423', 1, 'N'), ('56110', 1, 'S'), ('358', 1, 'N'), ('17266', 1, 'N'), ('60247', 1, 'S')]",[SKR] [POS] [EG643684] [POS] [I264] [POS] [I18423] [REC] [POS] [I56110] [SKR] [POS] [EG643684] [POS] [I358] [REC] [POS] [EG157443] [SKR] [POS] [EG643684] [POS] [I17266] [REC] [POS] [I60247]
676,6329,"[('40547', 1, 'N'), ('29532', 1, 'N'), ('33380', 1, 'N'), ('32054', 1, 'S'), ('26227', 1, 'N'), ('56824', 1, 'S'), ('59043', 1, 'S')]",[SKR] [POS] [I40547] [POS] [I29532] [POS] [I33380] [REC] [POS] [I32054] [SKR] [POS] [I26227] [REC] [POS] [I56824] [POS] [I59043]
677,4965,"[('63499', 1, 'N'), ('1172', 1, 'S'), ('50893', 1, 'S'), ('35071', 1, 'S')]",[SKR] [POS] [EG200092] [POS] [I63499] [REC] [POS] [I1172] [POS] [I50893] [POS] [I35071]
678,2633,"[('36338', 1, 'N'), ('10358', 1, 'S'), ('15530', 1, 'S'), ('60103', 1, 'S')]",[SKR] [POS] [EG959790] [POS] [I36338] [REC] [POS] [I10358] [POS] [I15530] [POS] [EG200092] [POS] [I60103]
679,16119,"[('3932', 1, 'N')]",[SKR] [POS] [EG2484376] [POS] [I3932] [POS] [EA193815] [REC] [POS] [EA2680] [POS] [EA36105] [POS] [EA37876] [POS] [EA873]
680,12523,"[('59952', 1, 'S'), ('31723', 1, 'N'), ('39361', 1, 'S')]",[SKR] [POS] [EG188473] [POS] [EG157443] [REC] [POS] [EA219717] [POS] [EA9013304] [POS] [EA9013304] [POS] [I59952] [POS] [EG157443] [SKR] [POS] [I31723] [POS] [EA306403] [REC] [POS] [EA306403] [POS] [EA306403] [POS] [I39361]
681,11370,"[('63209', 1, 'N'), ('29520', 1, 'N'), ('29520', 1, 'S'), ('8855', ['NEG'], 'N'), ('48989', 1, 'S'), ('21290', 1, 'S')]",[SKR] [POS] [EG188473] [POS] [I63209] [POS] [I29520] [REC] [POS] [I29520] [SKR] [POS] [EG188473] [NEG] [I8855] [REC] [POS] [I48989] [POS] [I21290]
682,5192,"[('14239', 1, 'S'), ('34878', 1, 'S'), ('18805', 1, 'N'), ('16613', 1, 'N'), ('36185', 1, 'S')]",[REC] [POS] [I14239] [POS] [I34878] [SKR] [POS] [I18805] [POS] [I16613] [REC] [POS] [I36185]
683,14761,"[('8422', 1, 'N'), ('3132', 1, 'S'), ('63935', 1, 'S'), ('3132', 1, 'N'), ('57156', 1, 'S'), ('8405', 1, 'N'), ('29426', 1, 'N')]",[SKR] [POS] [I8422] [REC] [POS] [I3132] [POS] [I63935] [SKR] [POS] [I3132] [REC] [POS] [I57156] [SKR] [POS] [I8405] [POS] [I29426]
684,9198,"[('45164', 1, 'S'), ('32054', 1, 'S'), ('27207', 1, 'S'), ('64006', 1, 'S'), ('9682', 1, 'S'), ('27207', 1, 'N'), ('64006', 1, 'N')]",[REC] [POS] [I45164] [POS] [I32054] [POS] [I27207] [POS] [I64006] [POS] [I9682] [SKR] [POS] [I27207] [POS] [I64006]
685,6382,"[('40951', 1, 'N'), ('1321', 1, 'S'), ('20814', 1, 'S')]",[SKR] [POS] [I40951] [REC] [POS] [I1321] [POS] [I20814]
686,4787,"[('30111', 1, 'S'), ('60140', 1, 'N'), ('43670', 1, 'S'), ('43670', 1, 'N'), ('9431', 1, 'S'), ('28208', 1, 'S'), ('30111', 1, 'N'), ('9431', 1, 'N')]",[SKR] [POS] [EG130232] [REC] [POS] [EA214601] [POS] [I30111] [SKR] [POS] [I60140] [REC] [POS] [EA214601] [POS] [I43670] [SKR] [POS] [I43670] [REC] [POS] [EA111836377] [POS] [I9431] [SKR] [POS] [EA111836377] [REC] [POS] [EG130232] [POS] [EA111836377] [POS] [I28208] [SKR] [POS] [I30111] [POS] [I9431]
687,15762,"[('60253', 1, 'S'), ('35489', 1, 'N'), ('15879', 1, 'S'), ('60253', 1, 'N'), ('27207', 1, 'S'), ('51527', 1, 'S'), ('4256', 1, 'N')]",[REC] [POS] [EG188473] [POS] [EG319221] [POS] [I60253] [SKR] [POS] [I35489] [REC] [POS] [I15879] [SKR] [POS] [I60253] [REC] [POS] [EG369747] [POS] [I27207] [POS] [I51527] [SKR] [POS] [I4256]
688,18346,"[('33675', 1, 'S'), ('43512', 1, 'N'), ('8446', 1, 'S'), ('6625', 1, 'S')]",[SKR] [POS] [EA82110] [REC] [POS] [I33675] [SKR] [POS] [I43512] [REC] [POS] [I8446] [POS] [I6625]
689,16812,"[('23184', 1, 'S'), ('23184', 1, 'N'), ('27278', 1, 'N'), ('23762', 1, 'N'), ('27278', 1, 'S'), ('2373', 1, 'S'), ('2373', 1, 'N')]",[REC] [POS] [I23184] [SKR] [POS] [I23184] [POS] [I27278] [REC] [POS] [ED3772] [POS] [EA9013304] [SKR] [POS] [I23762] [REC] [POS] [I27278] [POS] [I2373] [SKR] [POS] [I2373]
690,8118,"[('7187', 1, 'S'), ('40197', 1, 'S'), ('18299', 1, 'N')]",[REC] [POS] [I7187] [POS] [I40197] [SKR] [POS] [I18299] [POS] [EG200092]
691,1290,"[('1836', 1, 'S'), ('358', 1, 'S'), ('59345', 1, 'S'), ('8405', 1, 'S')]",[SKR] [POS] [EG157443] [REC] [POS] [I1836] [POS] [I358] [POS] [I59345] [POS] [I8405]
692,3220,"[('14168', 1, 'N'), ('26578', 1, 'N'), ('36684', 1, 'S'), ('54765', 1, 'S'), ('20758', 1, 'S'), ('57168', 1, 'S')]",[SKR] [POS] [EG157443] [POS] [I14168] [POS] [I26578] [REC] [POS] [I36684] [POS] [I54765] [POS] [I20758] [POS] [I57168]
693,5027,"[('53814', 1, 'N'), ('54753', 1, 'S'), ('41136', 1, 'S'), ('26120', 1, 'S'), ('44364', 1, 'N')]",[SKR] [POS] [EG157443] [POS] [I53814] [REC] [POS] [I54753] [POS] [I41136] [POS] [I26120] [SKR] [POS] [I44364]
694,15429,"[('34245', 1, 'S'), ('26227', 1, 'S'), ('37239', 1, 'S'), ('48091', 1, 'S'), ('24970', 1, 'S'), ('37239', 1, 'N'), ('61790', 1, 'N'), ('48091', 1, 'S'), ('24970', 1, 'S')]",[REC] [POS] [I34245] [POS] [I26227] [POS] [I37239] [POS] [I48091] [POS] [I24970] [SKR] [POS] [I37239] [POS] [I61790] [REC] [POS] [I48091] [POS] [I24970]
695,12440,"[('624', 1, 'N'), ('54485', 1, 'S'), ('54485', 1, 'S'), ('20549', 1, 'S'), ('63928', 1, 'N')]",[SKR] [POS] [I624] [REC] [POS] [I54485] [POS] [I54485] [POS] [I20549] [SKR] [POS] [I63928] [REC] [POS] [EG200092] [POS] [EG200092]
696,12968,"[('60799', 1, 'S'), ('5598', 1, 'S'), ('35461', 1, 'S'), ('2489', 1, 'S')]",[REC] [POS] [EA169963] [POS] [I60799] [POS] [I5598] [POS] [I35461] [SKR] [POS] [EG188473] [REC] [POS] [I2489]
697,4929,"[('29520', 1, 'N'), ('63209', 1, 'S'), ('32909', 1, 'S'), ('29935', 1, 'S'), ('32909', 1, 'N')]",[SKR] [POS] [I29520] [POS] [EG188473] [REC] [POS] [I63209] [POS] [I32909] [POS] [I29935] [SKR] [POS] [I32909] [REC] [POS] [EA4500306]
698,6815,"[('8323', 1, 'N'), ('25248', 1, 'S'), ('32071', 1, 'S'), ('60759', 1, 'S'), ('60759', 1, 'N')]",[SKR] [POS] [I8323] [REC] [POS] [I25248] [POS] [EA71843400] [POS] [I32071] [POS] [EA9013304] [SKR] [POS] [EA9013304] [REC] [POS] [I60759] [SKR] [POS] [I60759]
699,3429,"[('19532', 1, 'S'), ('25874', ['NEG'], 'N'), ('60374', ['NEG'], 'N'), ('25269', 1, 'N')]",[REC] [POS] [I19532] [POS] [EG200092] [SKR] [NEG] [I25874] [NEG] [I60374] [POS] [I25269]
700,12685,"[('30945', 1, 'S'), ('40951', 1, 'S'), ('28208', 1, 'S'), ('11053', 1, 'N')]",[SKR] [POS] [EG157443] [POS] [EG188473] [REC] [POS] [I30945] [POS] [I40951] [POS] [I28208] [SKR] [POS] [I11053]
701,19305,"[('60759', 1, 'N'), ('43389', 1, 'N'), ('43297', 1, 'S'), ('7396', 1, 'S'), ('51352', 1, 'S')]",[SKR] [POS] [I60759] [POS] [I43389] [REC] [POS] [I43297] [POS] [ED104266] [POS] [I7396] [POS] [I51352]
702,19166,"[('3356', 1, 'N'), ('39593', 1, 'S'), ('32999', 1, 'S'), ('52257', 1, 'S'), ('22159', 1, 'S')]",[REC] [POS] [EG188473] [SKR] [POS] [I3356] [REC] [POS] [ED25191] [POS] [I39593] [POS] [I32999] [POS] [I52257] [POS] [EA175535] [POS] [I22159]
703,3017,"[('50140', 1, 'S'), ('8715', 1, 'S'), ('13912', 1, 'S'), ('13912', 1, 'N')]",[REC] [POS] [I50140] [POS] [I8715] [POS] [I13912] [SKR] [POS] [I13912]
704,11022,"[('62549', 1, 'N'), ('51583', 1, 'S'), ('10673', 1, 'S'), ('34454', 1, 'S'), ('5641', 1, 'S')]",[SKR] [POS] [I62549] [REC] [POS] [I51583] [POS] [I10673] [POS] [I34454] [POS] [ED7374] [POS] [I5641]
705,18812,"[('45744', 1, 'S'), ('45744', 1, 'N'), ('8593', 1, 'S')]",[REC] [POS] [I45744] [SKR] [POS] [EA40504] [POS] [I45744] [REC] [POS] [I8593]
706,15468,"[('3670', 1, 'N'), ('3670', 1, 'S'), ('21220', 1, 'S'), ('34245', 1, 'S'), ('21220', 1, 'N'), ('34245', 1, 'N')]",[SKR] [POS] [I3670] [REC] [POS] [I3670] [POS] [I21220] [POS] [I34245] [SKR] [POS] [I21220] [POS] [I34245]
